time,p,q,r,phi,theta,psi,delta1,delta2,delta3,delta4
21,0.0111929,-0.00718123,0.0148949,0.0406904,0.0174679,0.0183536,0.00552731,-0.0124679,-0.0139302,0.00438951
21.1,0.0117609,-0.00564731,0.01466,0.0418629,0.016766,0.0198038,0.00608066,-0.0108179,-0.0143338,0.00284711
21.2,0.0123167,-0.00411012,0.014409,0.0430904,0.0162169,0.0212355,0.0066296,-0.00916185,-0.0147214,0.00130463
21.3,0.0128598,-0.00257094,0.0141422,0.0443718,0.0158208,0.0226473,0.00717357,-0.00750108,-0.0150926,-0.000236611
21.4,0.0133897,-0.00103104,0.0138597,0.0457061,0.0155778,0.024038,0.00771202,-0.0058369,-0.0154471,-0.00177528
21.5,0.0139058,0.000508297,0.0135618,0.0470921,0.0154881,0.0254066,0.00824442,-0.00417064,-0.0157846,-0.00331005
21.6,0.0144077,0.00204581,0.0132486,0.0485286,0.0155516,0.0267519,0.00877021,-0.00250363,-0.0161048,-0.0048396
21.7,0.0148948,0.00358022,0.0129206,0.0500144,0.0157682,0.0280728,0.00928886,-0.000837185,-0.0164074,-0.00636261
21.8,0.0153666,0.00511027,0.0125779,0.0515481,0.0161374,0.0293683,0.0097998,0.000827376,-0.0166922,-0.00787776
21.9,0.0158226,0.00663469,0.0122207,0.0531284,0.016659,0.0306374,0.0103025,0.00248875,-0.0169589,-0.00938374
22,0.0162624,0.00815223,0.0118495,0.0547537,0.0173324,0.0318793,0.0107964,0.00414563,-0.0172074,-0.0108792
22.1,0.0166855,0.00966163,0.0114644,0.0564226,0.018157,0.0330929,0.0112811,0.00579672,-0.0174373,-0.012363
22.2,0.0170914,0.0111617,0.0110658,0.0581335,0.0191319,0.0342774,0.0117559,0.00744075,-0.0176486,-0.0138337
22.3,0.0174797,0.0126511,0.0106541,0.0598848,0.0202565,0.0354319,0.0122203,0.00907644,-0.017841,-0.0152901
22.4,0.01785,0.0141287,0.0102295,0.0616747,0.0215296,0.0365558,0.0126739,0.0107025,-0.0180144,-0.0167308
22.5,0.0182019,0.0155932,0.00979235,0.0635016,0.0229501,0.0376481,0.013116,0.0123177,-0.0181686,-0.0181548
22.6,0.0185351,0.0170435,0.0093431,0.0653636,0.024517,0.0387083,0.0135463,0.0139208,-0.0183036,-0.0195606
22.7,0.0188491,0.0184783,0.00888207,0.0672588,0.0262288,0.0397356,0.0139643,0.0155106,-0.0184193,-0.0209472
22.8,0.0191435,0.0198965,0.00840963,0.0691854,0.0280841,0.0407294,0.0143693,0.0170858,-0.0185154,-0.0223133
22.9,0.0194182,0.0212969,0.00792618,0.0711414,0.0300815,0.041689,0.0147611,0.0186452,-0.0185921,-0.0236577
23,0.0196727,0.0226783,0.00743209,0.0731247,0.0322192,0.0426139,0.0151391,0.0201877,-0.0186492,-0.0249792
23.1,0.0199069,0.0240397,0.00692778,0.0751334,0.0344955,0.0435034,0.015503,0.0217121,-0.0186868,-0.0262767
23.2,0.0201203,0.0253798,0.00641365,0.0771652,0.0369086,0.0443571,0.0158522,0.0232171,-0.0187047,-0.027549
23.3,0.0203128,0.0266977,0.00589012,0.079218,0.0394564,0.0451744,0.0161864,0.0247017,-0.0187031,-0.0287951
23.4,0.0204842,0.0279921,0.00535762,0.0812897,0.0421371,0.0459549,0.0165051,0.0261647,-0.018682,-0.0300138
23.5,0.0206342,0.0292621,0.00481659,0.0833779,0.0449482,0.046698,0.0168081,0.027605,-0.0186413,-0.0312042
23.6,0.0207628,0.0305065,0.00426746,0.0854805,0.0478877,0.0474034,0.0170949,0.0290215,-0.0185812,-0.0323651
23.7,0.0208696,0.0317245,0.00371069,0.0875951,0.0509532,0.0480706,0.0173653,0.0304132,-0.0185017,-0.0334955
23.8,0.0209547,0.0329148,0.00314673,0.0897193,0.0541421,0.0486992,0.0176188,0.0317789,-0.018403,-0.0345945
23.9,0.0210179,0.0340767,0.00257603,0.0918508,0.0574519,0.0492887,0.0178552,0.0331175,-0.0182851,-0.0356611
24,0.0210592,0.035209,0.00199908,0.0939872,0.06088,0.0498389,0.0180743,0.0344282,-0.0181483,-0.0366943
24.1,0.0210784,0.0363109,0.00141635,0.096126,0.0644237,0.0503494,0.0182758,0.0357098,-0.0179926,-0.0376933
24.2,0.0210756,0.0373814,0.000828309,0.0982648,0.06808,0.0508197,0.0184593,0.0369614,-0.0178183,-0.0386572
24.3,0.0210508,0.0384197,0.000235453,0.100401,0.0718461,0.0512495,0.0186249,0.038182,-0.0176254,-0.0395852
24.4,0.021004,0.0394249,-0.000361727,0.102533,0.075719,0.0516386,0.0187721,0.0393706,-0.0174143,-0.0404764
24.5,0.0209353,0.0403962,-0.000962733,0.104657,0.0796955,0.0519865,0.0189009,0.0405264,-0.0171852,-0.04133
24.6,0.0208447,0.0413326,-0.00156706,0.106771,0.0837725,0.052293,0.0190112,0.0416483,-0.0169383,-0.0421454
24.7,0.0207323,0.0422336,-0.00217421,0.108872,0.0879467,0.0525576,0.0191028,0.0427356,-0.0166739,-0.0429218
24.8,0.0205984,0.0430982,-0.00278366,0.110959,0.0922147,0.0527802,0.0191757,0.0437873,-0.0163922,-0.0436586
24.9,0.0204431,0.0439258,-0.00339489,0.113028,0.0965732,0.0529603,0.0192297,0.0448026,-0.0160935,-0.0443551
25,0.0202665,0.0447157,-0.00400739,0.115077,0.101019,0.0530977,0.0192649,0.0457808,-0.0157783,-0.0450107
25.1,0.0200689,0.0454671,-0.00462063,0.117103,0.105547,0.053192,0.0192812,0.0467209,-0.0154467,-0.0456248
25.2,0.0198506,0.0461796,-0.00523407,0.119105,0.110156,0.0532429,0.0192787,0.0476222,-0.0150991,-0.046197
25.3,0.0196118,0.0468524,-0.00584719,0.121079,0.11484,0.0532502,0.0192573,0.048484,-0.014736,-0.0467267
25.4,0.0193529,0.047485,-0.00645944,0.123023,0.119597,0.0532135,0.0192172,0.0493055,-0.0143577,-0.0472135
25.5,0.0190741,0.0480768,-0.00707029,0.124934,0.124422,0.0531325,0.0191584,0.0500861,-0.0139645,-0.047657
25.6,0.0187758,0.0486274,-0.00767918,0.126811,0.129312,0.0530069,0.0190811,0.0508251,-0.013557,-0.0480569
25.7,0.0184585,0.0491362,-0.00828558,0.12865,0.134262,0.0528363,0.0189854,0.0515217,-0.0131354,-0.0484127
25.8,0.0181225,0.0496028,-0.00888893,0.13045,0.139268,0.0526206,0.0188715,0.0521755,-0.0127004,-0.0487242
25.9,0.0177683,0.0500268,-0.00948868,0.132207,0.144327,0.0523594,0.0187395,0.0527858,-0.0122523,-0.0489913
26,0.0173963,0.0504079,-0.0100843,0.13392,0.149434,0.0520523,0.0185898,0.0533521,-0.0117916,-0.0492136
26.1,0.0170071,0.0507456,-0.0106751,0.135587,0.154586,0.0516992,0.0184225,0.0538738,-0.0113188,-0.049391
26.2,0.0166012,0.0510398,-0.0112607,0.137205,0.159777,0.0512997,0.018238,0.0543504,-0.0108345,-0.0495234
26.3,0.0161791,0.05129,-0.0118405,0.138772,0.165003,0.0508535,0.0180365,0.0547815,-0.0103391,-0.0496107
26.4,0.0157413,0.0514961,-0.0124138,0.140286,0.170262,0.0503605,0.0178184,0.0551665,-0.00983315,-0.0496529
26.5,0.0152886,0.051658,-0.0129802,0.141744,0.175546,0.0498202,0.0175839,0.0555052,-0.00931727,-0.04965
26.6,0.0148214,0.0517753,-0.0135391,0.143145,0.180854,0.0492326,0.0173336,0.055797,-0.00879199,-0.049602
26.7,0.0143405,0.0518481,-0.0140898,0.144488,0.18618,0.0485973,0.0170678,0.0560417,-0.00825791,-0.0495091
26.8,0.0138464,0.0518762,-0.0146319,0.145769,0.191519,0.0479143,0.0167868,0.056239,-0.00771562,-0.0493713
26.9,0.01334,0.0518595,-0.0151648,0.146987,0.196868,0.0471832,0.0164912,0.0563886,-0.00716573,-0.0491889
27,0.0128218,0.0517982,-0.0156879,0.148141,0.202221,0.0464039,0.0161814,0.0564901,-0.00660887,-0.0489621
27.1,0.0122926,0.0516921,-0.0162006,0.149228,0.207575,0.0455763,0.015858,0.0565435,-0.00604568,-0.048691
27.2,0.0117531,0.0515414,-0.0167024,0.150247,0.212924,0.0447003,0.0155213,0.0565485,-0.0054768,-0.0483761
27.3,0.0112041,0.0513462,-0.0171928,0.151197,0.218265,0.0437758,0.015172,0.056505,-0.00490291,-0.0480177
27.4,0.0106463,0.0511065,-0.017671,0.152077,0.223592,0.0428028,0.0148105,0.0564129,-0.00432467,-0.0476161
27.5,0.0100806,0.0508227,-0.0181367,0.152884,0.228901,0.0417812,0.0144375,0.0562722,-0.00374277,-0.0471718
27.6,0.00950778,0.0504948,-0.0185893,0.153618,0.234188,0.0407112,0.0140536,0.0560827,-0.00315793,-0.0466853
27.7,0.00892856,0.0501233,-0.0190282,0.154277,0.239448,0.0395929,0.0136592,0.0558446,-0.00257084,-0.0461569
27.8,0.00834381,0.0497083,-0.0194528,0.154861,0.244676,0.0384262,0.0132551,0.0555578,-0.00198222,-0.0455874
27.9,0.00775437,0.0492501,-0.0198627,0.155369,0.249868,0.0372115,0.0128419,0.0552225,-0.00139281,-0.0449772
28,0.00716107,0.0487493,-0.0202573,0.155799,0.25502,0.0359491,0.0124201,0.0548387,-0.000803337,-0.044327
28.1,0.00656476,0.0482061,-0.0206361,0.156152,0.260126,0.0346391,0.0119905,0.0544068,-0.000214558,-0.0436374
28.2,0.0059663,0.047621,-0.0209985,0.156426,0.265183,0.033282,0.0115537,0.0539268,0.000372778,-0.0429091
28.3,0.00536654,0.0469945,-0.0213441,0.156621,0.270186,0.0318782,0.0111104,0.0533991,0.000957909,-0.0421429
28.4,0.00476634,0.0463271,-0.0216724,0.156737,0.275131,0.0304283,0.0106612,0.0528238,0.00154007,-0.0413394
28.5,0.00416657,0.0456195,-0.0219828,0.156774,0.280013,0.0289328,0.0102068,0.0522015,0.00211849,-0.0404995
28.6,0.00356808,0.044872,-0.022275,0.156731,0.284827,0.0273923,0.00974801,0.0515324,0.00269239,-0.0396241
28.7,0.00297174,0.0440855,-0.0225483,0.15661,0.28957,0.0258077,0.00928538,0.050817,0.003261,-0.0387138
28.8,0.0023784,0.0432605,-0.0228025,0.156409,0.294238,0.0241798,0.00881964,0.0500557,0.00382354,-0.0377697
28.9,0.00178892,0.0423978,-0.023037,0.156129,0.298825,0.0225094,0.0083515,0.0492491,0.00437923,-0.0367926
29,0.00120413,0.0414981,-0.0232513,0.155771,0.303329,0.0207977,0.00788164,0.0483977,0.0049273,-0.0357835
29.1,0.000624873,0.0405621,-0.0234452,0.155335,0.307744,0.0190455,0.00741074,0.0475021,0.00546695,-0.0347434
29.2,5.19722e-05,0.0395908,-0.0236182,0.154823,0.312067,0.0172543,0.00693951,0.046563,0.00599744,-0.0336732
29.3,-0.000513759,0.0385848,-0.0237699,0.154234,0.316294,0.0154252,0.00646861,0.045581,0.00651797,-0.0325739
29.4,-0.00107152,0.037545,-0.0239,0.153571,0.320421,0.0135597,0.00599872,0.0445569,0.00702781,-0.0314466
29.5,-0.00162053,0.0364725,-0.0240081,0.152834,0.324444,0.0116592,0.00553051,0.0434915,0.00752619,-0.0302923
29.6,-0.00216003,0.035368,-0.0240939,0.152025,0.328359,0.00972533,0.00506462,0.0423855,0.00801236,-0.0291122
29.7,-0.00268925,0.0342326,-0.0241571,0.151145,0.332164,0.00775973,0.0046017,0.0412399,0.00848561,-0.0279073
29.8,-0.00320748,0.0330672,-0.0241975,0.150196,0.335854,0.00576422,0.00414239,0.0400554,0.00894521,-0.0266787
29.9,-0.003714,0.0318729,-0.0242147,0.14918,0.339425,0.00374067,0.00368729,0.0388332,0.00939045,-0.0254276
30,-0.00420815,0.0306507,-0.0242085,0.148098,0.342875,0.00169107,0.003237,0.0375741,0.00982064,-0.0241551
30.1,-0.00468925,0.0294017,-0.0241788,0.146953,0.346201,-0.000382506,0.00279211,0.0362792,0.0102351,-0.0228624
30.2,-0.00515668,0.0281269,-0.0241253,0.145746,0.349399,-0.00247788,0.00235318,0.0349496,0.0106332,-0.0215507
30.3,-0.00560983,0.0268275,-0.024048,0.144481,0.352466,-0.00459277,0.00192076,0.0335863,0.0110143,-0.0202211
30.4,-0.00604813,0.0255047,-0.0239466,0.143159,0.3554,-0.00672483,0.00149536,0.0321906,0.0113779,-0.0188749
30.5,-0.00647104,0.0241596,-0.023821,0.141783,0.358197,-0.00887161,0.00107748,0.0307635,0.0117232,-0.0175133
30.6,-0.00687805,0.0227933,-0.0236712,0.140356,0.360855,-0.0110306,0.000667613,0.0293064,0.0120498,-0.0161374
30.7,-0.00726867,0.0214071,-0.0234972,0.13888,0.363372,-0.0131991,0.000266199,0.0278204,0.0123571,-0.0147486
30.8,-0.00764246,0.0200023,-0.023299,0.137359,0.365745,-0.0153745,-0.000126333,0.0263069,0.0126446,-0.013348
30.9,-0.00799901,0.01858,-0.0230764,0.135795,0.367972,-0.017554,-0.000509582,0.0247672,0.0129119,-0.0119369
31,-0.00833795,0.0171416,-0.0228297,0.134192,0.37005,-0.0197349,-0.000883175,0.0232026,0.0131586,-0.0105165
31.1,-0.00865894,0.0156883,-0.0225589,0.132552,0.371979,-0.0219141,-0.00124676,0.0216146,0.0133842,-0.00908815
31.2,-0.00896168,0.0142213,-0.0222641,0.130878,0.373756,-0.0240889,-0.00160003,0.0200045,0.0135883,-0.00765298
31.3,-0.0092459,0.012742,-0.0219454,0.129175,0.375379,-0.0262561,-0.00194269,0.0183738,0.0137707,-0.00621229
31.4,-0.00951139,0.0112518,-0.021603,0.127445,0.376848,-0.0284129,-0.00227448,0.016724,0.013931,-0.00476731
31.5,-0.00975795,0.00975185,-0.0212371,0.125692,0.37816,-0.0305561,-0.00259517,0.0150565,0.014069,-0.0033193
31.6,-0.00998544,0.00824358,-0.020848,0.123918,0.379315,-0.0326826,-0.00290456,0.0133728,0.0141846,-0.00186949
31.7,-0.0101938,0.00672831,-0.0204359,0.122128,0.380311,-0.0347895,-0.00320248,0.0116746,0.0142774,-0.000419122
31.8,-0.0103828,0.00520738,-0.0200012,0.120325,0.381148,-0.0368736,-0.00348878,0.00996336,0.0143474,0.00103056
31.9,-0.0105526,0.00368214,-0.0195441,0.118512,0.381825,-0.0389317,-0.00376335,0.00824063,0.0143946,0.00247833
32,-0.0107031,0.00215394,-0.0190651,0.116692,0.382341,-0.0409609,-0.00402611,0.00650802,0.0144188,0.00392297
32.1,-0.0108344,0.000624131,-0.0185646,0.11487,0.382696,-0.0429581,-0.00427701,0.00476713,0.01442,0.00536325
32.2,-0.0109465,-0.000905926,-0.0180429,0.113048,0.38289,-0.0449202,-0.00451601,0.00301958,0.0143984,0.00679796
32.3,-0.0110396,-0.00243488,-0.0175006,0.11123,0.382923,-0.0468442,-0.00474312,0.00126697,0.014354,0.00822591
32.4,-0.0111139,-0.00396138,-0.0169382,0.109419,0.382795,-0.0487272,-0.00495836,-0.000489048,0.0142869,0.0096459
32.5,-0.0111695,-0.00548409,-0.0163561,0.107618,0.382506,-0.0505663,-0.00516179,-0.00224685,0.0141974,0.0110568
32.6,-0.0112066,-0.00700165,-0.0157549,0.10583,0.382056,-0.0523585,-0.00535349,-0.00400481,0.0140855,0.0124573
32.7,-0.0112255,-0.00851273,-0.0151353,0.104059,0.381447,-0.0541012,-0.00553356,-0.00576127,0.0139517,0.0138464
32.8,-0.0112265,-0.010016,-0.0144977,0.102308,0.380678,-0.0557917,-0.00570213,-0.00751461,0.0137962,0.0152228
32.9,-0.01121,-0.0115102,-0.013843,0.100579,0.37975,-0.0574272,-0.00585935,-0.00926319,0.0136193,0.0165855
33,-0.0111762,-0.0129939,-0.0131716,0.0988757,0.378666,-0.0590053,-0.00600538,-0.0110054,0.0134214,0.0179333
33.1,-0.0111256,-0.0144659,-0.0124843,0.0972002,0.377425,-0.0605235,-0.00614043,-0.0127396,0.013203,0.0192651
33.2,-0.0110585,-0.0159249,-0.0117818,0.0955554,0.376029,-0.0619795,-0.00626469,-0.0144641,0.0129645,0.0205799
33.3,-0.0109754,-0.0173696,-0.0110649,0.0939437,0.37448,-0.063371,-0.00637839,-0.0161775,0.0127064,0.0218765
33.4,-0.0108768,-0.0187987,-0.0103342,0.0923674,0.372779,-0.0646959,-0.00648177,-0.017878,0.0124292,0.0231539
33.5,-0.0107631,-0.0202111,-0.00959064,0.0908289,0.370928,-0.0659523,-0.0065751,-0.0195641,0.0121336,0.0244111
33.6,-0.0106348,-0.0216055,-0.00883489,0.0893303,0.368928,-0.0671381,-0.00665864,-0.0212343,0.0118201,0.025647
33.7,-0.0104924,-0.0229806,-0.0080678,0.0878734,0.366783,-0.0682516,-0.00673267,-0.022887,0.0114894,0.0268606
33.8,-0.0103365,-0.0243354,-0.00729018,0.0864603,0.364493,-0.0692913,-0.00679749,-0.0245207,0.011142,0.0280509
33.9,-0.0101677,-0.0256686,-0.00650287,0.0850924,0.362061,-0.0702555,-0.00685339,-0.0261339,0.0107788,0.029217
34,-0.00998638,-0.0269791,-0.00570672,0.0837714,0.359489,-0.0711429,-0.00690069,-0.0277252,0.0104004,0.0303579
34.1,-0.00979325,-0.0282657,-0.0049026,0.0824987,0.35678,-0.0719523,-0.0069397,-0.029293,0.0100075,0.0314727
34.2,-0.00958885,-0.0295275,-0.00409137,0.0812756,0.353937,-0.0726824,-0.00697075,-0.0308359,0.00960092,0.0325606
34.3,-0.00937379,-0.0307632,-0.00327391,0.080103,0.350962,-0.0733324,-0.00699415,-0.0323526,0.00918144,0.0336205
34.4,-0.00914864,-0.0319719,-0.00245112,0.0789821,0.347858,-0.0739014,-0.00701023,-0.0338417,0.00874983,0.0346517
34.5,-0.00891402,-0.0331524,-0.00162389,0.0779136,0.344628,-0.0743886,-0.00701932,-0.0353019,0.00830691,0.0356533
34.6,-0.00867053,-0.0343039,-0.000793111,0.0768982,0.341275,-0.0747934,-0.00702175,-0.0367317,0.00785348,0.0366245
34.7,-0.00841878,-0.0354253,4.03027e-05,0.0759365,0.337801,-0.0751155,-0.00701784,-0.0381301,0.00739039,0.0375645
34.8,-0.00815938,-0.0365158,0.000875449,0.0750288,0.334211,-0.0753544,-0.00700791,-0.0394956,0.00691847,0.0384726
34.9,-0.00789292,-0.0375743,0.00171142,0.0741754,0.330507,-0.0755101,-0.00699229,-0.0408272,0.00643857,0.0393481
35,-0.00762001,-0.0386,0.00254731,0.0733764,0.326693,-0.0755823,-0.0069713,-0.0421237,0.00595153,0.0401902
35.1,-0.00734124,-0.039592,0.00338222,0.0726319,0.322772,-0.0755712,-0.00694523,-0.0433838,0.00545821,0.0409982
35.2,-0.00705721,-0.0405495,0.00421524,0.0719416,0.318748,-0.0754769,-0.00691439,-0.0446066,0.00495946,0.0417715
35.3,-0.00676849,-0.0414717,0.00504548,0.0713055,0.314624,-0.0752997,-0.00687908,-0.0457909,0.00445612,0.0425095
35.4,-0.00647565,-0.0423579,0.00587203,0.0707231,0.310405,-0.07504,-0.00683958,-0.0469358,0.00394904,0.0432115
35.5,-0.00617927,-0.0432073,0.00669403,0.070194,0.306093,-0.0746983,-0.00679618,-0.0480402,0.00343907,0.0438771
35.6,-0.0058799,-0.0440192,0.00751057,0.0697177,0.301693,-0.0742753,-0.00674914,-0.0491032,0.00292703,0.0445057
35.7,-0.00557806,-0.0447929,0.00832079,0.0692933,0.297208,-0.0737716,-0.00669871,-0.0501239,0.00241374,0.0450967
35.8,-0.0052743,-0.0455278,0.00912384,0.0689203,0.292642,-0.0731881,-0.00664516,-0.0511015,0.00190002,0.0456498
35.9,-0.00496912,-0.0462234,0.00991885,0.0685978,0.288,-0.0725256,-0.00658871,-0.0520351,0.00138666,0.0461644
36,-0.00466302,-0.0468789,0.010705,0.0683247,0.283285,-0.0717853,-0.0065296,-0.052924,0.000874457,0.0466402
36.1,-0.00435648,-0.047494,0.0114814,0.0681003,0.278502,-0.0709681,-0.00646803,-0.0537674,0.000364171,0.0470767
36.2,-0.00404998,-0.048068,0.0122473,0.0679233,0.273654,-0.0700754,-0.0064042,-0.0545646,-0.000143442,0.0474737
36.3,-0.00374395,-0.0486006,0.0130019,0.0677927,0.268747,-0.0691082,-0.00633831,-0.0553149,-0.000647648,0.0478309
36.4,-0.00343884,-0.0490913,0.0137444,0.0677073,0.263783,-0.0680679,-0.00627052,-0.0560179,-0.00114773,0.0481478
36.5,-0.00313505,-0.0495397,0.014474,0.0676658,0.258767,-0.066956,-0.00620102,-0.0566728,-0.001643,0.0484244
36.6,-0.00283298,-0.0499455,0.0151899,0.0676669,0.253704,-0.065774,-0.00612994,-0.0572791,-0.00213278,0.0486604
36.7,-0.00253302,-0.0503083,0.0158915,0.0677094,0.248598,-0.0645232,-0.00605742,-0.0578365,-0.00261642,0.0488557
36.8,-0.00223552,-0.0506278,0.016578,0.0677919,0.243452,-0.0632055,-0.00598359,-0.0583444,-0.00309328,0.04901
36.9,-0.00194083,-0.0509039,0.0172486,0.0679131,0.238273,-0.0618223,-0.00590856,-0.0588025,-0.00356278,0.0491233
37,-0.00164926,-0.0511362,0.0179027,0.0680714,0.233063,-0.0603754,-0.00583244,-0.0592103,-0.00402432,0.0491955
37.1,-0.00136112,-0.0513247,0.0185397,0.0682655,0.227828,-0.0588666,-0.00575531,-0.0595677,-0.00447735,0.0492266
37.2,-0.0010767,-0.0514692,0.0191589,0.0684939,0.222571,-0.0572976,-0.00567724,-0.0598743,-0.00492134,0.0492166
37.3,-0.000796259,-0.0515695,0.0197596,0.0687553,0.217298,-0.0556703,-0.00559831,-0.0601299,-0.0053558,0.0491655
37.4,-0.000520054,-0.0516257,0.0203412,0.0690481,0.212013,-0.0539866,-0.00551856,-0.0603343,-0.00578023,0.0490734
37.5,-0.000248313,-0.0516376,0.0209032,0.0693709,0.206719,-0.0522485,-0.00543804,-0.0604874,-0.00619419,0.0489404
37.6,1.87512e-05,-0.0516054,0.021445,0.0697223,0.201422,-0.0504577,-0.00535678,-0.0605891,-0.00659725,0.0487666
37.7,0.000280941,-0.051529,0.021966,0.0701009,0.196127,-0.0486164,-0.0052748,-0.0606393,-0.00698901,0.0485522
37.8,0.000538078,-0.0514085,0.0224657,0.0705052,0.190837,-0.0467266,-0.00519211,-0.0606381,-0.00736911,0.0482975
37.9,0.000789999,-0.0512441,0.0229437,0.0709339,0.185556,-0.0447903,-0.00510871,-0.0605855,-0.00773719,0.0480026
38,0.00103656,-0.0510359,0.0233993,0.0713855,0.18029,-0.0428096,-0.0050246,-0.0604815,-0.00809293,0.0476679
38.1,0.00127762,-0.0507841,0.0238323,0.0718587,0.175044,-0.0407865,-0.00493976,-0.0603263,-0.00843605,0.0472937
38.2,0.00151307,-0.050489,0.0242421,0.0723522,0.16982,-0.0387232,-0.00485416,-0.0601201,-0.00876627,0.0468802
38.3,0.00174281,-0.0501508,0.0246283,0.0728648,0.164624,-0.0366219,-0.00476777,-0.059863,-0.00908334,0.046428
38.4,0.00196674,-0.0497697,0.0249906,0.073395,0.15946,-0.0344846,-0.00468057,-0.0595552,-0.00938706,0.0459374
38.5,0.0021848,-0.0493463,0.0253285,0.0739418,0.154332,-0.0323135,-0.0045925,-0.0591972,-0.00967722,0.0454088
38.6,0.00239691,-0.0488808,0.0256418,0.074504,0.149246,-0.0301109,-0.0045035,-0.0587891,-0.00995366,0.0448428
38.7,0.00260303,-0.0483736,0.0259302,0.0750802,0.144204,-0.0278789,-0.00441354,-0.0583314,-0.0102162,0.0442399
38.8,0.00280311,-0.0478251,0.0261932,0.0756696,0.139211,-0.0256196,-0.00432255,-0.0578245,-0.0104648,0.0436005
38.9,0.00299712,-0.047236,0.0264307,0.076271,0.134272,-0.0233355,-0.00423046,-0.0572689,-0.0106993,0.0429254
39,0.00318504,-0.0466066,0.0266425,0.0768833,0.129391,-0.0210285,-0.00413721,-0.0566649,-0.0109195,0.042215
39.1,0.00336686,-0.0459376,0.0268282,0.0775056,0.124571,-0.018701,-0.00404273,-0.0560132,-0.0111256,0.0414701
39.2,0.00354258,-0.0452295,0.0269878,0.078137,0.119817,-0.0163553,-0.00394695,-0.0553143,-0.0113174,0.0406913
39.3,0.00371218,-0.0444829,0.027121,0.0787765,0.115134,-0.0139934,-0.00384979,-0.0545688,-0.0114948,0.0398792
39.4,0.0038757,-0.0436985,0.0272277,0.0794234,0.110524,-0.0116178,-0.00375119,-0.0537774,-0.011658,0.0390347
39.5,0.00403313,-0.0428769,0.0273078,0.0800767,0.105991,-0.00923052,-0.00365107,-0.0529407,-0.0118069,0.0381585
39.6,0.00418449,-0.0420189,0.0273612,0.0807358,0.101541,-0.00683395,-0.00354936,-0.0520594,-0.0119415,0.0372513
39.7,0.00432982,-0.0411252,0.0273878,0.0813999,0.0971755,-0.00443027,-0.00344599,-0.0511344,-0.012062,0.036314
39.8,0.00446914,-0.0401966,0.0273876,0.0820684,0.0928994,-0.00202174,-0.00334088,-0.0501664,-0.0121683,0.0353473
39.9,0.00460248,-0.0392338,0.0273605,0.0827406,0.088716,0.000389418,-0.00323396,-0.0491563,-0.0122605,0.0343523
40,0.00472988,-0.0382378,0.0273066,0.083416,0.084629,0.00280097,-0.00312519,-0.0481048,-0.0123388,0.0333296
40.1,0.00485136,-0.0372094,0.0272259,0.0840939,0.0806417,0.00521068,-0.00301448,-0.0470129,-0.0124032,0.0322803
40.2,0.00496697,-0.0361494,0.0271185,0.0847739,0.0767577,0.00761635,-0.00290179,-0.0458815,-0.0124539,0.0312052
40.3,0.00507675,-0.0350588,0.0269844,0.0854556,0.0729802,0.0100158,-0.00278707,-0.0447116,-0.0124909,0.0301053
40.4,0.00518072,-0.0339384,0.0268237,0.0861384,0.0693125,0.0124067,-0.00267025,-0.0435042,-0.0125145,0.0289817
40.5,0.00527893,-0.0327894,0.0266366,0.086822,0.0657577,0.014787,-0.00255131,-0.0422603,-0.0125248,0.0278351
40.6,0.00537142,-0.0316127,0.0264232,0.0875059,0.0623189,0.0171544,-0.00243021,-0.0409809,-0.0125219,0.0266668
40.7,0.00545821,-0.0304092,0.0261837,0.08819,0.058999,0.0195069,-0.00230692,-0.0396672,-0.012506,0.0254776
40.8,0.00553935,-0.0291801,0.0259184,0.0888738,0.0558008,0.0218422,-0.0021814,-0.0383202,-0.0124773,0.0242687
40.9,0.00561487,-0.0279263,0.0256273,0.0895571,0.0527273,0.0241583,-0.00205366,-0.0369411,-0.0124359,0.0230411
41,0.00568478,-0.026649,0.0253108,0.0902396,0.0497809,0.0264529,-0.00192368,-0.0355311,-0.0123821,0.0217958
41.1,0.00574913,-0.0253493,0.0249692,0.0909211,0.0469642,0.0287241,-0.00179145,-0.0340914,-0.0123161,0.020534
41.2,0.00580794,-0.0240282,0.0246028,0.0916014,0.0442797,0.0309698,-0.001657,-0.0326231,-0.012238,0.0192568
